1 24 0 0 0 0 0 0 1 0 0 1 1 1
1 25 0 0 0 0 0 0 1 0 0 1 1 1
1 26 0 0 0 0 0 0 1 0 0 1 1 1
1 27 0 0 0 0 0 0 1 0 0 1 1 1
1 28 0 0 0 0 0 0 1 0 0 1 1 1
1 29 0 0 0 0 0 0 1 0 0 1 1 1
1 30 0 0 0 0 0 0 1 0 0 1 1 1
1 31 0 0 0 0 0 0 1 0 0 1 1 1
2 20 0 0 0 0 0 0 1 0 0 1 1 1
2 21 0 0 0 0 0 0 1 0 0 1 1 1
2 22 0 0 0 0 0 0 1 0 0 1 1 1
2 23 0 0 0 0 0 0 1 0 0 1 1 1
2 24 0 0 0 0 0 0 1 0 0 1 1 1
2 25 0 0 0 0 0 0 1 0 0 1 1 1
2 26 0 0 0 0 0 0 1 0 0 1 1 1
2 27 0 0 0 0 0 0 1 0 0 1 1 1
2 28 0 0 0 0 0 0 1 0 0 1 1 1
2 29 0 0 0 0 0 0 1 0 0 1 1 1
2 30 0 0 0 0 0 0 1 0 0 1 1 1
2 31 0 0 0 0 0 0 1 0 0 1 1 1
2 32 0 0 0 0 0 0 1 0 0 1 1 1
2 33 0 0 0 0 0 0 1 0 0 1 1 1
2 34 0 0 0 0 0 0 1 0 0 1 1 1
2 35 0 0 0 0 0 0 1 0 0 1 1 1
2 36 0 0 0 0 0 0 1 0 0 1 1 1
2 37 0 0 0 0 0 0 1 0 0 1 1 1
2 47 0 0 0 0 0.0024 0 1 0 0 1 1 1
2 48 0 0 0 0.0005 0.0174 0 1 0 0 1 1 1
2 49 0 0 0 0.0043 0.005 0.0029 1 0 0 1 1 1
2 50 0 0 0 0 0.0007 0 1 0 0 1 1 1
3 13 0 0 0 0 0 0 1 0 0 1 1 1
3 14 0 0 0 0 0 0 1 0 0 1 1 1
3 15 0 0 0 0 0 0 1 0 0 1 1 1
3 16 0 0 0 0 0 0 1 0 0 1 1 1
3 17 0 0 0 0 0 0 1 0 0 1 1 1
3 18 0 0 0 0 0 0 1 0 0 1 1 1
3 19 0 0 0 0 0 0 1 0 0 1 1 1
3 20 0 0 0 0 0 0 1 0 0 1 1 1
3 21 0 0 0 0 0 0 1 0 0 1 1 1
3 22 0 0 0 0 0 0 1 0 0 1 1 1
3 23 0 0 0 0 0 0 1 0 0 1 1 1
3 24 0 0 0 0 0 0 1 0 0 1 1 1
3 25 0 0 0 0 0 0 1 0 0 1 1 1
3 26 0 0 0 0 0 0 1 0 0 1 1 1
3 27 0 0 0 0 0 0 1 0 0 1 1 1
3 28 0 0 0 0 0 0 1 0 0 1 1 1
3 29 0 0 0 0 0 0 1 0 0 1 1 1
3 30 0 0 0 0 0 0 1 0 0 1 1 1
3 31 0 0 0 0 0 0 1 0 0 1 1 1
3 32 0 0 0 0 0 0 1 0 0 1 1 1
3 33 0 0 0 0 0 0 1 0 0 1 1 1
3 34 0 0 0 0 0 0 1 0 0 1 1 1
3 35 0 0 0 0 0 0 1 0 0 1 1 1
3 36 0 0 0 0 0 0 1 0 0 1 1 1
3 37 0 0 0 0 0 0 1 0 0 1 1 1
3 38 0 0 0 0 0 0 1 0 0 1 1 1
3 39 0 0 0 0 0 0 1 0 0 1 1 1
3 47 0 0.1136 0.0616 0.0912 0.0926 0.0229 1 0 0 1.1136 1 1
3 48 0 0.0184 0.0207 0.0751 0.1293 0.0179 1 0 0 1.0184 1 1
3 49 0 0.0907 0.1123 0.1669 0.103 0.0352 1 0 0 1.0907 1 1
3 50 0 0.0199 0.0234 0.0715 0.0358 0.0269 1 0 0 1.0199 1 1
3 54 0 0.0078 0.021 0.1126 0.0145 0 1 0 0 1.0078 1 1
3 55 0 0.0051 0.0154 0.0837 0.0165 0 1 0 0 1.0051 1 1
4 14 0 0 0 0 0 0 1 0 0 1 1 1
4 15 0 0 0 0 0 0 1 0 0 1 1 1
4 16 0 0 0 0 0 0 1 0 0 1 1 1
4 17 0 0 0 0 0 0 1 0 0 1 1 1
4 18 0 0 0 0 0 0 1 0 0 1 1 1
4 19 0 0 0 0 0 0 1 0 0 1 1 1
4 20 0 0 0 0 0 0 1 0 0 1 1 1
4 21 0 0 0 0 0 0 1 0 0 1 1 1
4 22 0 0 0 0 0 0 1 0 0 1 1 1
4 23 0 0 0 0 0 0 1 0 0 1 1 1
4 24 0 0 0 0 0 0 1 0 0 1 1 1
4 25 0 0 0 0 0 0 1 0 0 1 1 1
4 26 0 0 0 0 0 0 1 0 0 1 1 1
4 27 0 0 0 0 0 0 1 0 0 1 1 1
4 28 0 0 0 0 0 0 1 0 0 1 1 1
4 29 0 0 0 0 0 0 1 0 0 1 1 1
4 30 0 0 0 0 0 0 1 0 0 1 1 1
4 31 0 0 0 0 0 0 1 0 0 1 1 1
4 32 0 0 0 0 0 0 1 0 0 1 1 1
4 33 0 0 0 0 0 0 1 0 0 1 1 1
4 34 0 0 0 0 0 0 1 0 0 1 1 1
4 35 0 0 0 0 0 0 1 0 0 1 1 1
4 36 0 0 0 0 0 0 1 0 0 1 1 1
4 37 0 0 0 0 0 0 1 0 0 1 1 1
4 38 0 0 0 0 0 0 1 0 0 1 1 1
4 39 0 0 0 0 0 0 1 0 0 1 1 1
4 40 0 0 0 0 0 0 1 0 0 1 1 1
4 43 0 0 0 0 0.0019 0.0028 1 0 0 1 1 1
4 44 0 0.0185 0.0392 0 0.0571 0.0158 1 0 0 1.0185 1 1
4 45 0 0 0 0 0.0006 0.0008 1 0 0 1 1 1
4 46 0 0.0247 0.0098 0.0049 0.018 0.0051 1 0 0 1.0247 1 1
4 47 0.0026 0.268 0.2651 0.1847 0.0493 0.0322 1 0 0 1.268 1 1
4 48 0.0117 0.1945 0.1865 0.4558 0.0877 0.0299 1 0 0 1.1945 1 1
4 49 0 0.1061 0.1246 0.4207 0.1117 0.0286 1 0 0 1.1061 1 1
4 50 0 0.0161 0.0178 0.1301 0.0325 0.0465 1 0 0 1.0161 1 1
4 54 0 0.0437 0.0909 0.1445 0.0315 0.0019 1 0 0 1.0437 1 1
4 55 0 0.0089 0.1168 0.173 0.0139 0.0019 1 0 0 1.0089 1 1
5 13 0 0 0 0 0 0 1 0 0 1 1 1
5 14 0 0 0 0 0 0 1 0 0 1 1 1
5 15 0 0 0 0 0 0 1 0 0 1 1 1
5 16 0 0 0 0 0 0 1 0 0 1 1 1
5 17 0 0 0 0 0 0 1 0 0 1 1 1
5 18 0 0 0 0 0 0 1 0 0 1 1 1
5 19 0 0 0 0 0 0 1 0 0 1 1 1
5 20 0 0 0 0 0 0 1 0 0 1 1 1
